FWHM_l (meV),FWHM_g (meV),RP,3P1V Ratio
120.0,16.0,25047,0.6857848274968825
120.0,17.0,23574,0.6871555333950478
120.0,18.0,22264,0.6886051784890537
120.0,19.0,21092,0.6901331646749437
120.0,20.0,20038,0.6917388906494926
120.0,21.0,19083,0.6934217550236345
120.0,22.0,18216,0.6951811592379027
120.0,23.0,17424,0.6970165102667598
120.0,24.0,16698,0.6989272231023331
120.0,25.0,16030,0.7009127230113034
120.0,26.0,15413,0.7029724475614452
120.0,27.0,14842,0.7051058484166232
120.0,28.0,14312,0.7073123929009405
120.0,29.0,13819,0.7095915653342312
120.0,30.0,13358,0.7119428681422219
120.0,31.0,12927,0.7143658227455305
120.0,32.0,12523,0.7168599702322213
120.0,33.0,12144,0.719424871818981
120.0,34.0,11787,0.7220601091061452
120.0,35.0,11450,0.7247652841318634
120.0,36.0,11132,0.7275400192305822
120.0,37.0,10831,0.7303839567009802
120.0,38.0,10546,0.7332967582883879
120.0,39.0,10275,0.7362781044865246
120.0,40.0,10019,0.7393276936635215
120.0,41.0,9774,0.7424452410170959
120.0,42.0,9541,0.7456304773639691
120.0,43.0,9320,0.7488831477688342
120.0,44.0,9108,0.7522030100186269
120.0,45.0,8905,0.7555898329483053
120.0,46.0,8712,0.7590433946250132
120.0,47.0,8526,0.7625634803983099
120.0,48.0,8349,0.7661498808249578
120.0,49.0,8178,0.769802389477734
120.0,50.0,8015,0.7735208006488016
120.0,51.0,7858,0.7773049069591553
120.0,52.0,7706,0.7811544968867372
120.0,53.0,7561,0.7850693522268763
120.0,54.0,7421,0.7890492454996094
120.0,55.0,7286,0.7930939373193155
120.0,56.0,7156,0.7972031737428634
120.0,57.0,7030,0.8013766836130343
120.0,58.0,6909,0.8056141759143768
120.0,59.0,6792,0.8099153371588836
120.0,60.0,6679,0.8142798288189373
120.0,61.0,6569,0.8187072848246635
120.0,62.0,6463,0.823197309142587
120.0,63.0,6361,0.8277494734517034
120.0,64.0,6261,0.8323633149324488
120.0,65.0,6165,0.8370383341829044
120.0,66.0,6072,0.8417739932755398
120.0,67.0,5981,0.8465697139664884
120.0,68.0,5893,0.8514248760678957
120.0,69.0,5808,0.8563388159924491
120.0,70.0,5725,0.8613108254775989
120.0,71.0,5644,0.8663401504954178
120.0,72.0,5566,0.8714259903523802
120.0,73.0,5489,0.8765674969817916
120.0,74.0,5415,0.881763774430009
120.0,75.0,5343,0.8870138785360697
120.0,76.0,5273,0.8923168168029094
120.0,77.0,5204,0.8976715484569924
120.0,78.0,5137,0.9030769846919203
120.0,79.0,5072,0.9085319890904354
120.0,80.0,5009,0.9140353782181969
120.0,81.0,4947,0.9195859223818174
120.0,82.0,4887,0.92518234654286
120.0,83.0,4828,0.9308233313788191
120.0,84.0,4770,0.9365075144816184
120.0,85.0,4714,0.9422334916837133
120.0,86.0,4660,0.9479998185016227
120.0,87.0,4606,0.9538050116864862
120.0,88.0,4554,0.9596475508712604
120.0,89.0,4502,0.9655258803040553
120.0,90.0,4452,0.9714384106573443
120.0,91.0,4403,0.9773835209028853
120.0,92.0,4356,0.9833595602425016
120.0,93.0,4309,0.9893648500851353
120.0,94.0,4263,0.9953976860609975
120.0,95.0,4218,1.0014563400640684
120.0,96.0,4174,1.007539062314568
120.0,97.0,4131,1.0136440834335931
120.0,98.0,4089,1.0197696165225516
120.0,99.0,4048,1.0259138592405508
120.0,100.0,4007,1.0320749958733912
120.0,101.0,3967,1.038251199388382
120.0,102.0,3929,1.044440633469622
120.0,103.0,3890,1.050641454528997
120.0,104.0,3853,1.0568518136885001
120.0,105.0,3816,1.0630698587300766
120.0,106.0,3780,1.0692937360095536
120.0,107.0,3745,1.0755215923316737
120.0,108.0,3710,1.081751576783676
120.0,109.0,3676,1.0879818425251921
120.0,110.0,3643,1.0942105485326108
120.0,111.0,3610,1.1004358612964058
120.0,112.0,3578,1.1066559564701384
120.0,113.0,3546,1.1128690204702334
120.0,114.0,3515,1.1190732520257565
120.0,115.0,3484,1.125266863677703
120.0,116.0,3454,1.1314480832275111
120.0,117.0,3425,1.1376151551346065
120.0,118.0,3396,1.1437663418630433
120.0,119.0,3367,1.1498999251773239
120.0,120.0,3339,1.1560142073876685
120.0,121.0,3312,1.1621075125450557
120.0,122.0,3284,1.1681781875864337
120.0,123.0,3258,1.1742246034305708
120.0,124.0,3231,1.1802451560250529
120.0,125.0,3206,1.1862382673449672
120.0,126.0,3180,1.192202386343851
120.0,127.0,3155,1.1981359898574702
120.0,128.0,3130,1.204037583461048
120.0,129.0,3106,1.2099057022804978
120.0,130.0,3082,1.2157389117583006
120.0,131.0,3059,1.2215358083745653
120.0,132.0,3036,1.2272950203238888
120.0,133.0,3013,1.2330152081485501
120.0,134.0,2990,1.2386950653286204
120.0,135.0,2968,1.2443333188294996
120.0,136.0,2946,1.2499287296074533
120.0,137.0,2925,1.2554800930736252
120.0,138.0,2904,1.2609862395170697
120.0,139.0,2883,1.2664460344872936
120.0,140.0,2862,1.2718583791368117
120.0,141.0,2842,1.277222210524209
120.0,142.0,2822,1.2825365018782044
120.0,143.0,2802,1.2878002628232226
120.0,144.0,2783,1.2930125395669716
120.0,145.0,2763,1.29817241505053
120.0,146.0,2744,1.303279009061489
120.0,147.0,2726,1.3083314783106446
120.0,148.0,2707,1.313329016472839
120.0,149.0,2689,1.3182708541924633
